date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_8
1950-08-01,3537.668859649122,3500.8361949977916,3611.798725312768,3530,3450.895820136499,3306.4569679950814
1950-09-01,2787.879385964912,2746.1357035580513,2855.806152822999,2693,2990.833781141104,3577.9127824475627
1950-10-01,2318.8267543859647,2272.1720512046386,2380.3889127690827,2448,2293.688106104594,2725.543317076077
1950-11-01,2139.300438596491,2087.7347115602984,2194.336478835229,2250,2221.026973307551,2495.2768998701727
1950-12-01,1900.7741228070172,1844.2973712727885,1949.1225352319657,1972,1975.9322028197355,2192.076661085717
1951-01-01,1723.987719298245,1663.0910443817706,1794.0474001974446,1682,1732.3070422611945,2002.6536193907418
1951-02-01,1706.3561403508768,1641.530654239254,1770.4196803214031,1730,1836.321093831201,1840.2046706665633
1951-03-01,1843.0403508771924,1774.286051435543,1900.9785421835163,1814,1859.4020909782253,1878.897587188282
1951-04-01,1951.09298245614,1878.4098688289284,2002.776617362732,1900,1994.5186317115097,2021.392437881441
1951-05-01,2013.987719298245,1937.375790745505,2059.287590069578,2051,2126.09440908731,2188.5129203835722
1951-06-01,2168.4614035087716,2087.92065833434,2207.248302409316,2290,2085.5294159095542,2435.1810102057907
1951-07-01,2558.6719298245607,2474.202365324185,2590.816649118789,2599,2745.870974521744,2744.434115647027
1951-08-01,3663.461403508771,3575.0630136296736,3688.834735461154,3428,3527.844017734365,3174.05274303599
1951-09-01,2913.671929824561,2821.344726479986,2932.1446666995703,2262,3067.0944262925473,3072.884291689687
1951-10-01,2444.6192982456137,2348.3632784166257,2456.062232307721,2242,2369.2933097975824,2483.5509210914006
1951-11-01,2265.09298245614,2164.9081430623382,2269.376905969817,2103,2296.00884653005,2264.6624653623826
1951-12-01,2026.5666666666664,1922.453007064881,2023.5623718963848,1825,2050.3228565597133,2022.963487717205
1952-01-01,1849.7802631578943,1742.2288844639158,1867.918948325577,1670,1806.138587506617,1861.170430536143
1952-02-01,1832.148684210526,1721.6506986114518,1843.755241847131,1681,1909.6256415700348,1841.2098938175805
1952-03-01,1968.8328947368416,1855.3883000977933,1973.810419040722,1713,1932.211752198437,1931.9919983673321
1952-04-01,2076.885526315789,1960.4943217812315,2075.1371114852973,1954,2066.8655174010655,1986.9559281228399
1952-05-01,2139.7802631578943,2020.4424479878603,2131.2090033913855,1876,2198.010630234178,2135.9430138505127
1952-06-01,2294.2539473684205,2171.969519866748,2278.7629368642474,2272,2157.0470835017,2269.715557738094
1952-07-01,2684.46447368421,2559.2334311466457,2661.9568066407264,2612,2817.022199547134,2684.394358505219
1952-08-01,3789.253947368421,3661.076283742187,3759.63271798398,3590,3598.6609111809657,3034.7348630131005
1952-09-01,3039.46447368421,2908.3402008825524,3002.6327761571665,2496,3137.6090991483265,2886.170529707978
1952-10-01,2570.4118421052626,2436.3409571092443,2526.2727706339697,2441,2439.5378730505063,2457.412065039796
1952-11-01,2390.8855263157893,2253.868026045009,2339.3421750986,2340,2366.015411168086,2268.818424125736
1952-12-01,2152.359210526315,2012.3950943376049,2093.3146737615843,2090,2120.1235335708266,2050.985174066736
1953-01-01,1975.5728070175433,1833.153176026692,1937.4905848610756,1812,1875.7654878787748,1941.2403823671848
1953-02-01,1957.941228070175,1813.5571944642809,1913.1785149868103,1788,1979.110876291204,1874.60763595522
1953-03-01,2094.6254385964908,1948.2770002406749,2043.1176307184649,1837,2001.587432256584,1953.9523878268485
1953-04-01,2202.6780701754383,2054.3652262141654,2144.360563634985,1993,2136.163753784157,2052.1593362767467
1953-05-01,2265.5728070175433,2115.295556710847,2200.3809979469006,2021,2267.2635339301805,2106.013694969407
1953-06-01,2420.0464912280695,2267.8048328797877,2347.9157757594717,2199,2226.286765498581,2347.070659818835
1953-07-01,2810.2570175438595,2656.050948449738,2731.122791809542,2622,2886.28077083286,2725.7064562485552
1953-08-01,3915.04649122807,3758.876005335332,3828.8441513602697,3787,3667.970482743503,3177.812773310017
1953-09-01,3165.2570175438595,3007.1221267657493,3071.921959674811,2914,3207.0017819756417,3138.628777513312
1953-10-01,2696.204385964912,2536.105087282494,2595.672006226852,2487,2509.0457781305663,2807.7356996866615
1953-11-01,2516.6780701754383,2354.6143605083116,2408.8837647006026,2314,2435.670649488857,2485.0704908958696
1953-12-01,2278.1517543859645,2114.1236330909596,2163.030919306589,2139,2189.958216120276,2199.9500823455037
1954-01-01,2101.3653508771927,1935.8639190700997,2007.4137882829648,2124,1945.8117256448688,2028.9013016174063
1954-02-01,2083.7337719298243,1917.250141797741,1983.3409782194651,2214,2049.400780261909,2033.0370799700192
1954-03-01,2220.4179824561397,2052.9521518641877,2113.5516556957673,2234,2072.1531134198667,2174.3806753770696
1954-04-01,2328.4706140350872,2160.022582127731,2215.0984522908184,2279,2207.037323127985,2286.803059071249
1954-05-01,2391.365350877192,2221.935116914465,2271.4550522151467,2423,2338.477102442519,2315.1422867203974
1954-06-01,2545.839035087719,2375.426597373458,2419.3582975740123,2290,2297.8724441673976,2499.8368507008518
1954-07-01,2936.049561403508,2764.6549172334608,2802.9660831042597,2903,2958.2706706461213,2829.595004982435
1954-08-01,4040.839035087719,3868.462178409107,3901.120514069046,4485,3740.396714689176,3470.1528452077036
1954-09-01,3291.0495614035085,3117.6905041295777,3144.663695731529,3085,3279.896457041692,3673.9962981629224
1954-10-01,2821.996929824561,2647.655668936375,2668.9114175653926,2852,2582.4410073049617,2987.9649928185554
1954-11-01,2642.4706140350872,2467.147146452245,2482.6531532548483,2629,2509.598543759563,2676.0994941071294
1954-12-01,2403.944298245614,2227.638623324946,2237.3625870104224,2435,2264.4508864752606,2443.8852404484255
1955-01-01,2227.1578947368416,2050.3611135941383,2082.340037070267,2227,2020.9012830720972,2363.956025364919
1955-02-01,2209.5263157894733,2032.7295406118324,2058.89411002412,1944,2125.1193357493494,2325.6775048387112
1955-03-01,2346.210526315789,2169.413754968331,2189.7639724516557,2125,2148.5327779554855,2325.776825126617
1955-04-01,2454.263157894736,2277.4663895219273,2292.002255931822,2260,2284.1102076997477,2439.7609236623794
1955-05-01,2517.1578947368416,2340.3611285987145,2349.082644675149,2299,2416.275318038394,2506.5639892681565
1955-06-01,2671.6315789473683,2494.83481334776,2497.741980786894,2323,2376.4281017753497,2571.7945348256553
1955-07-01,3061.8421052631575,2885.045337497815,2882.1381590039036,2659,3037.6158812541175,3131.2177311423534
1955-08-01,4166.631578947368,3989.8348029635144,3981.1132845893344,3761,3820.563589285184,3754.4219752149434
1955-09-01,3416.8421052631575,3240.0453329740376,3225.509462806343,2779,3360.917106613678,3511.0659716520327
1955-10-01,2947.78947368421,2770.9927020708874,2750.642483128616,2761,2664.347542840892,3020.8995821312537
1955-11-01,2768.2631578947367,2591.46638387681,2565.3018192403624,2446,2592.4230762474053,2805.4576845698434
1955-12-01,2529.736842105263,2352.9400650395633,2320.961155352109,2278,2348.22552690298,2515.250351415169
1956-01-01,2352.9504385964906,2176.6447595988084,2166.920809702008,1879,2105.658142427662,2304.385953692786
1956-02-01,2335.3188596491223,2159.995390906555,2144.489388879798,1881,2210.8905250207245,2077.89622216376
1956-03-01,2472.003070175438,2297.6618095531067,2276.406059465153,2165,2235.3504081306387,2206.7536437518315
1956-04-01,2580.0557017543856,2406.6966483967553,2379.7234530370206,2199,2372.0063897666455,2380.812380307343
1956-05-01,2642.950438596491,2470.573591763595,2437.9152538059298,2308,2505.2821629850027,2421.243424734733
1956-06-01,2797.4241228070173,2626.029480802693,2587.718303877141,2529,2466.577720589637,2532.013347209394
1956-07-01,3187.634649122807,3017.222209242801,2973.2904979874984,2573,3128.940384924049,2957.7023409824965
1956-08-01,4292.424122807017,4122.993878998553,4073.4739414001583,3946,3913.0950887987256,3325.365659051211
1956-09-01,3542.6346491228064,3374.186613299128,3319.110739378279,3200,3454.6877129587983,3400.2590234414597
1956-10-01,3073.5820175438594,2906.1161866860307,2845.5166813955457,2574,2759.389367005557,3125.9280195888737
1956-11-01,2894.0557017543856,2727.572072782006,2661.481241136167,2422,2688.7682292195805,2644.655755118025
1956-12-01,2655.529385964912,2490.0279582348116,2418.478102810672,2446,2445.9061196706334,2365.256304560589
1957-01-01,2478.74298245614,2314.7148570841096,2265.8075846572115,2828,2204.70628597876,2209.9319194209165
1957-02-01,2461.111403508771,2299.0476926819083,2244.778293265523,2879,2311.3383303432347,2396.6857138532428
1957-03-01,2597.795614035087,2437.696315618513,2378.129395215283,2800,2337.2299862125255,2644.43816991807
1957-04-01,2705.8482456140346,2547.713358752214,2482.913522085437,2835,2475.3498515958777,2707.216070106064
1957-05-01,2768.74298245614,2612.572506409106,2542.604358086515,2585,2610.1216195495463,2760.9019718165614
1957-06-01,2923.2166666666662,2769.010599738257,2693.9387453237764,2787,2572.9452828774574,2735.434636675598
1957-07-01,3313.4271929824554,3161.1855324684175,3081.074578534066,3334,3236.8681639231145,3037.611242141992
1957-08-01,4418.216666666667,4267.939406514221,4182.853962980542,4746,4022.6151954970032,3794.0982032681227
1957-09-01,3668.427192982456,3520.11434510485,3430.1190039263593,3613,3565.8322583442523,3972.8131471763586
1957-10-01,3199.3745614035083,3053.026122781805,2958.1854908452046,3463,2872.190462066156,3317.4388922459357
1957-11-01,3019.8482456140346,2875.464213167833,2775.842897421288,3274,2803.257984943292,3089.1310541348926
1957-12-01,2781.321929824561,2638.902302910691,2534.5649078651354,2801,2562.116647045422,3011.887588220732
1958-01-01,2604.535526315789,2464.571406050042,2383.651840414901,2488,2322.669695992593,2950.3760707935107
1958-02-01,2586.9039473684206,2449.8864459378938,2364.412301660321,2386,2431.086733984079,2812.294607818969
1958-03-01,2723.5881578947365,2589.5172731645507,2499.5854581810695,2428,2458.795494468349,2806.0963291527178
1958-04-01,2831.6407894736835,2700.516520588304,2606.2239415560953,2678,2598.7645754546443,2840.7696325252227
1958-05-01,2894.535526315789,2766.357872535249,2667.8014359959275,2744,2735.417669999223,2854.96546394912
1958-06-01,3049.0092105263157,2923.7781701544523,2821.0547836058254,2772,2700.1547709060133,3102.7329683230732
1958-07-01,3439.219736842105,3316.9353071746655,3210.141879122633,3520,3366.023200518514,3622.6776654547875
1958-08-01,4544.009210526316,4424.671385510523,4313.904827809509,3833,4153.747891647214,4291.748214663574
1958-09-01,3794.219736842105,3677.828528391203,3563.1857349296088,3377,3698.974725037242,3953.5217687580607
1958-10-01,3325.1671052631573,3211.722510358211,3093.3003899566183,3013,3007.374810289889,3688.9487441421434
1958-11-01,3145.640789473684,3035.1428050342915,2913.0382665747484,2871,2940.516325685736,3315.070435048789
1958-12-01,2907.11447368421,2799.5630990672025,2673.8730489945247,2592,2701.4810912945436,2929.474858766748
1959-01-01,2730.328070175438,2626.214406496605,2525.1050554541007,2375,2464.1723547363595,2639.921975039719
1959-02-01,2712.6964912280696,2612.51165067451,2508.042892543213,2304,2574.7597182104564,2533.8365956968164
1959-03-01,2849.3807017543854,2753.124682191219,2645.4257268415377,2464,2604.670915165303,2602.3616225095884
1959-04-01,2957.433333333333,2865.1061339050257,2754.306189928021,2557,2746.8745436101444,2799.8259956982633
1959-05-01,3020.3280701754384,2931.929690142023,2818.1579660131906,2739,2885.7942966012342,2877.645528288407
1959-06-01,3174.8017543859646,3090.332192051279,2973.7178972023103,2714,2852.8301669425027,3102.640008328244
1959-07-01,3565.012280701754,3484.471533361545,3365.143878232223,3102,3521.0294769774487,3506.67641622885
1959-08-01,4669.801754385964,4593.1898159874545,4471.278014366082,3961,4311.117159516559,3706.876170473379
1959-09-01,3920.012280701754,3847.3291631581874,3722.9624108670505,3772,3858.739095304965,3787.6289888351052
1959-10-01,3450.9596491228067,3382.205349415248,3255.512857208811,3245,3169.5663939439564,3581.638767845761
1959-11-01,3271.433333333333,3206.607848381381,3077.718827075572,3104,3105.167233714113,3227.3951572506135
1959-12-01,3032.907017543859,2972.010346704345,2841.054004677862,2869,2868.6234346852,2933.325402428933
1960-01-01,2856.1206140350873,2799.6438584238003,2694.818708253835,2513,2633.838244477261,2697.6958572936474
1960-02-01,2838.489035087719,2786.923306891757,2680.321544393226,2385,2746.9812652895685,2548.454668928199
1960-03-01,2975.1732456140344,2928.518542698519,2820.3016796757106,2756,2779.4802305705925,2607.303089565304
1960-04-01,3083.225877192982,3041.4821987023784,2931.8117456802365,2927,2924.3037383295773,2857.9722013731684
1960-05-01,3146.1206140350873,3109.287959229428,2998.3254266173317,2940,3065.87548162278,3038.7646082029955
1960-06-01,3300.5942982456136,3268.6726654287368,3156.5795645922576,3180,3035.595453254125,3115.1830688416276
1960-07-01,3690.804824561403,3663.794211029055,3550.732054341858,3791,3706.510975567115,3546.0605118340495
1960-08-01,4795.5942982456145,4773.494697945017,4659.625001129289,4093,4499.346981372237,4119.843438093833
1960-09-01,4045.804824561403,4028.6162494058026,3914.1005102177105,4309,4049.74935141462,4083.8782022582714
1960-10-01,3576.7521929824557,3564.474639952916,3449.4743710808048,3532,3363.389195295557,3933.3221929268248
1960-11-01,3397.225877192982,3389.859343209102,3274.536057402784,3408,3301.834691295626,3524.977976853388
1960-12-01,3158.6995614035086,3156.2440458221176,3040.759253394174,2839,3068.167659484589,3208.6409922094076
1961-01-01,2981.9131578947363,2984.859761831626,2897.444277293128,2792,2836.291347482493,2762.7238613661325
1961-02-01,2964.281578947368,2973.1214145896356,2885.899735689382,2798,2952.3753574886123,2731.545908249516
1961-03-01,3100.965789473684,3115.6988546864504,3028.864795162612,3007,2987.8474229514163,2959.2364317798324
1961-04-01,3209.018421052631,3229.644714980362,3143.392087291766,3086,3135.676141880144,3179.737601065584
1961-05-01,3271.9131578947363,3298.4326797974645,3212.955296287371,3201,3280.2852073310573,3300.236660985465
1961-06-01,3426.386842105263,3458.799590286825,3374.291264254689,3428,3253.074612108081,3566.0098283703946
1961-07-01,3816.597368421052,3854.9033401771967,3771.5578859305633,3754,3927.091678554715,3973.1298579551053
1961-08-01,4921.386842105263,4965.586031383211,4883.597266578151,4917,4723.061339481448,4239.829185864329
1961-09-01,4171.597368421052,4221.68978713405,4141.251511460611,3760,4276.629475633409,4585.9364681350635
1961-10-01,3702.544736842105,3758.5303819712153,3679.8364100516255,3609,3593.4671966118894,3952.0928953912485
1961-11-01,3523.0184210526313,3584.897289517454,3508.1414360354083,3471,3535.14268069747,3635.8797283458484
1961-12-01,3284.4921052631576,3352.2641964205222,3277.6402736224823,3347,3304.737747959912,3250.9255699170017
1962-01-01,3107.7057017543857,3181.862116720083,3137.633241051003,3333,3076.155646019261,3150.2085004385617
1962-02-01,3090.074122807017,3171.1059737681453,3129.4289449107064,3456,3195.56597707479,3189.1231988231925
1962-03-01,3226.758333333333,3314.6656181550125,3275.7665517812666,3569,3234.3964745749704,3417.444311696019
1962-04-01,3334.8109649122803,3429.593682738977,3393.698693241634,3900,3385.615736529044,3571.028695200807
1962-05-01,3397.7057017543852,3499.363851846132,3466.699053502334,3909,3533.647455993267,3773.1212521204025
1962-06-01,3552.179385964912,3660.712966625546,3631.50447466863,4098,3509.8916257715696,3947.491755739718
1962-07-01,3942.3899122807015,4057.798920805969,4032.2728514773626,4826,4187.395568207448,4326.364190243392
1962-08-01,5047.1793859649115,5169.463816302036,5147.846289191692,5770,4986.884216111392,4774.017682144117
1962-09-01,4297.3899122807015,4426.5497763429275,4409.066893074776,5108,4544.003450228531,4692.0287694188155
1962-10-01,3828.337280701754,3964.3725754701454,3951.2504526002976,4360,3864.424380160157,4465.679336300493
1962-11-01,3648.81096491228,3791.7216873064367,3783.186441452467,4100,3809.715184186848,4050.528367554912
1962-12-01,3410.2846491228065,3560.070798499558,3556.348543841812,3562,3582.957682378366,3776.1603926830653
1963-01-01,3233.4982456140347,3390.6509230891716,3420.037078006484,3284,3358.0551223547595,3497.2422406123237
1963-02-01,3215.8666666666663,3380.876984427286,3415.560650536222,3278,3481.1771063153005,3434.0444897388084
1963-03-01,3352.5508771929817,3525.418833104206,3565.658428010698,3424,3523.7513677084585,3616.794154493362
1963-04-01,3460.6035087719297,3641.329101978223,3687.383042008864,3843,3678.746504543477,3909.3515616673853
1963-05-01,3523.4982456140347,3712.0814753754303,3764.2081767412456,3614,3830.5862098766106,4134.267253249101
1963-06-01,3677.971929824561,3874.412794444897,3932.870674313104,3536,3810.67047651179,4280.379008414774
1963-07-01,4068.1824561403505,4272.480952915373,4337.528429461281,4505,4492.046626792515,4635.688987725589
1963-08-01,5172.971929824562,5385.128052701493,5457.023547448937,5456,5295.439593529267,5029.833476791289
1963-09-01,4423.18245614035,4643.196217032437,4722.198133539231,4881,4856.495257467184,5033.501498483392
1963-10-01,3954.129824561403,4182.001220449708,4268.367977205843,4041,4180.884728207555,4725.717307107855
1963-11-01,3774.6035087719297,4010.332536576051,4104.322552132986,3724,4130.176184030957,4254.4514392657375
1963-12-01,3536.077192982456,3779.663852059225,3881.5355425311855,3525,3907.451445007154,3747.7634787427946
1964-01-01,3359.2907894736836,3611.226180938891,3749.307266638595,3437,3686.61375875619,3445.4088768012953
1964-02-01,3341.6592105263153,3602.4344465670583,3748.9463310449537,3324,3813.8327274773424,3426.4491241954593
1964-03-01,3478.343421052631,3747.958499534031,3903.191902329933,3977,3860.5360846190783,3619.637497236585
1964-04-01,3586.396052631578,3864.8509726981006,4029.0966120724815,4025,4019.692428190641,4089.938932468347
1964-05-01,3649.290789473683,3936.585550385361,4110.134144483129,4016,4175.725451248289,4043.5879997729157
1964-06-01,3803.7644736842103,4099.899073744879,4283.0413416671345,4031,4160.035146595943,4151.863201701111
1964-07-01,4193.974999999999,4498.949436505408,4691.976098361343,4489,4845.6688365771115,4635.081177407609
1964-08-01,5298.76447368421,5612.578740581581,5815.780519828911,5563,5653.351454002275,4941.42680630975
1964-09-01,4548.974999999999,4871.629109202577,5085.296711332999,5709,5218.728879616572,4961.184636410441
1964-10-01,4079.922368421052,4411.4163169099,4635.840462347288,4620,4547.472223021285,4791.198087556561
1964-11-01,3900.396052631578,4240.729837326297,4476.201246555988,4160,4501.149662496999,4333.236376682881
1964-12-01,3661.869736842105,4011.043357099523,4257.852748169629,4012,4282.843018113472,3933.2934214184274
1965-01-01,3485.083333333333,3843.587890269242,4130.095285426362,3987,4066.4555374907545,3703.2011525602397
1965-02-01,3467.4517543859643,3835.7783601874617,4134.237464915924,4155,4198.156822828116,3725.436017216542
1965-03-01,3604.135964912281,3982.2846174444862,4293.018453217991,4054,4249.374607574033,4143.036879109928
1965-04-01,3712.188596491227,4100.159294898609,4423.490881911508,4485,4413.077489737736,4231.581876654224
1965-05-01,3775.083333333333,4172.876076875922,4509.128435207008,4558,4573.689162375495,4396.050911498625
1965-06-01,3929.55701754386,4337.171804525493,4686.667955209748,4462,4562.60961829123,4488.51601403337
1965-07-01,4319.767543859649,4737.204371576075,5100.2673366565705,4594,5252.88617982844,4743.348048292252
1965-08-01,5424.557017543859,5851.8158799423,6228.768684810638,6481,6065.243779797616,5058.293716551852
1965-09-01,4674.767543859649,5111.848452853348,5503.014104935104,6345,5635.3282989438885,5309.064625131422
1965-10-01,4205.714912280701,4652.617864850725,5058.319386503654,5142,4968.81084686855,5125.528767615356
1965-11-01,4026.188596491228,4482.9135895571735,4903.4740032005,4824,4927.259601852173,4690.961191824304
1965-12-01,3787.6622807017543,4254.209313620453,4689.951639236166,4573,4713.756383964521,4420.5499587914455
1966-01-01,3610.875877192982,4087.736051080224,4567.052612848808,4158,4502.20444082565,4244.418913978326
1966-02-01,3593.244298245613,4080.908725288497,4576.08553062816,4140,4638.773374634824,4071.904471084594
1966-03-01,3729.9285087719295,4228.397186835574,4739.789559153897,4251,4694.890918840514,4137.355734254575
1966-04-01,3837.981140350877,4347.2540685797485,4875.217330004972,4734,4863.525671451964,4478.250306770517
1966-05-01,3900.875877192982,4420.953054847114,4965.8425273919065,4858,5029.101325525435,4673.537972806118
1966-06-01,4055.3495614035087,4586.230986786738,5148.401993419964,4798,5023.017873864845,4710.054854738728
1966-07-01,4445.560087719298,4987.245758127372,5567.053622825987,5080,5718.322638813701,4959.920933877018
1966-08-01,5550.349561403508,6102.83947078365,6700.639520873137,6905,6535.74055318249,5341.994597546805
1966-09-01,4800.560087719297,5363.854247984751,5980.00179282457,5504,6110.917497716338,5454.659626901842
1966-10-01,4331.507456140351,4905.60586427218,5540.4562281539675,5457,5449.524582016544,5122.699352745911
1966-11-01,4151.9811403508775,4736.883793268681,5390.7923005455405,5198,5413.129984363677,4948.512770941043
1966-12-01,3913.454824561403,4509.161721622013,5182.483694209821,4890,5204.815524827505,4729.919052628776
